Format,OpenTRACK,,,,,,
Name,2025 Endurance,,,,,,
Country,USA,,,,,,
City,"Brooklyn, Michigan",,,,,,
870,51,-4.14,-0.2,296.5,0,1,1
871,50.3,-6.12,0.04,296.5,0,1,1
872,49.2,-5.4,0.16,296.5,0,1,1
873,48.1,-3.96,-0.17,296.5,0,1,1
875,48,-0.9,0.1,296.5,0,1,1
876,47.8,2.16,0.06,296.5,0,1,1
877,47.7,2.16,0.01,296.5,0,1,1
878,47.6,1.44,0.2,296.5,0,1,1
879,47.1,2.34,-0.27,296.5,0,1,1
880,46.6,5.76,-0.52,296.5,0,1,1
881,46.5,10.26,-0.32,296.5,0,1,1
882,46.5,12.6,-0.57,296.5,0,1,1
883,46.1,18,-0.68,296.5,0,1,1
885,45.7,16.56,-0.46,296.5,0,1,1
886,44.9,14.94,-0.62,296.5,0,1,1
887,44.1,17.64,-0.38,296.5,0,1,1
888,42.8,12.06,-0.77,296.52,0,1,1
889,41.5,7.2,-1.12,296.56,0,1,1
890,40.7,7.92,-0.24,296.6,0,1,1
891,39.8,12.24,-0.88,296.6,0,1,1
891,39,14.4,-0.62,296.6,0,1,1
892,38.2,15.48,-0.79,296.6,0,1,1
893,37.5,17.82,-0.43,296.6,0,1,1
894,36.8,18,-1.2,296.6,0,1,1
895,36.3,20.16,-0.7,296.6,0,1,1
896,35.7,15.12,-0.39,296.6,0,1,1
897,35.1,7.74,-0.33,296.6,0,1,1
898,34.5,0,-0.11,296.6,0,1,1
898,34.6,-4.68,0.22,296.6,0,1,1
899,34.7,-12.24,0.49,296.6,0,1,1
900,34.7,-20.88,0.88,296.6,0,1,1
901,34.8,-35.28,1.19,296.6,0,1,1
902,34.7,-44.82,1.05,296.6,0,1,1
902,34.6,-48.6,1.2,296.6,0,1,1
903,34.7,-45.54,1.12,296.6,0,1,1
904,34.8,-43.2,1.26,296.6,0,1,1
904,34.5,-41.76,1.31,296.6,0,1,1
905,34.2,-40.68,1.28,296.6,0,1,1
906,34.4,-42.66,1.08,296.6,0,1,1
907,34.6,-44.64,1.27,296.6,0,1,1
907,34.5,-43.74,1.4,296.6,0,1,1
908,34.4,-41.76,1.45,296.6,0,1,1
909,34.9,-38.34,1.37,296.6,0,1,1
909,35.4,-37.8,0.96,296.6,0,1,1
910,35.8,-37.8,1.3,296.6,0,1,1
911,36.2,-31.68,0.64,296.6,0,1,1
911,36.5,-18.36,0.85,296.6,0,1,1
912,36.7,-17.28,1.12,296.6,0,1,1
913,37.4,-30.42,1.02,296.6,0,1,1
914,38.1,-29.52,1.41,296.6,0,1,1
914,38.4,-31.14,0.83,296.6,0,1,1
915,38.7,-41.04,0.98,296.6,0,1,1
916,39.4,-37.98,1.49,296.6,0,1,1
917,40.2,-38.88,0.85,296.6,0,1,1
918,40.5,-39.78,1.15,296.6,0,1,1
918,40.9,-30.24,0.68,296.6,0,1,1
919,41,-28.08,1.12,296.6,0,1,1
920,41.2,-16.2,1.24,296.6,0,1,1
921,41.6,-1.44,0.81,296.6,0,1,1
922,42.1,0,0.77,296.6,0,1,1
923,42.9,-7.2,0.7,296.6,0,1,1
924,43.6,-16.56,0.79,296.6,0,1,1
925,44.1,-23.76,0.82,296.6,0,1,1
926,44.6,-19.08,0.17,296.6,0,1,1
927,45.2,-14.76,1.06,296.6,0,1,1
928,45.8,-13.68,0.27,296.6,0,1,1
928,46.2,-7.56,0.18,296.62,0,1,1
929,46.6,-2.16,0.75,296.66,0,1,1
930,47.2,0,-0.07,296.7,0,1,1
931,47.7,-1.08,0.39,296.7,0,1,1
933,48.8,-5.94,0.15,296.7,0,1,1
934,49.9,-10.44,-0.34,296.7,0,1,1
935,50.6,-6.3,0.81,296.7,0,1,1
936,51.3,-4.32,0.47,296.7,0,1,1
937,50.6,-2.34,0.03,296.7,0,1,1
938,49.8,0,0.47,296.7,0,1,1
939,48.6,0,0,296.7,0,1,1
940,47.3,0,0.02,296.7,0,1,1
941,45.8,1.62,-0.25,296.7,0,1,1
942,44.2,2.16,-0.07,296.7,0,1,1
944,43.1,5.22,0.31,296.7,0,1,1
945,42,7.56,-0.22,296.7,0,1,1
946,40.7,4.5,-0.63,296.7,0,1,1
947,39.5,14.76,-0.05,296.7,0,1,1
948,38.1,18.9,-0.71,296.7,0,1,1
949,36.6,18.72,-0.59,296.7,0,1,1
950,36.1,22.32,-0.91,296.7,0,1,1
951,35.5,22.32,-1.09,296.7,0,1,1
952,34.7,22.68,-0.52,296.7,0,1,1
953,33.8,29.52,-0.76,296.7,0,1,1
954,33.1,41.94,-1.03,296.7,0,1,1
955,32.4,46.8,-0.58,296.7,0,1,1
956,31.6,42.48,-1.56,296.7,0,1,1
956,30.8,42.48,-0.41,296.7,0,1,1
957,30.2,46.44,-1.33,296.7,0,1,1
958,29.7,50.76,-1.17,296.7,0,1,1
958,29,41.58,-1.08,296.7,0,1,1
959,28.4,31.68,-0.77,296.7,0,1,1
960,28.3,42.66,-1.69,296.7,0,1,1
960,28.3,60.84,-1.28,296.7,0,1,1
961,27.7,59.58,-1.31,296.7,0,1,1
961,27.1,51.12,-1.17,296.7,0,1,1
962,27.2,52.2,-1.59,296.7,0,1,1
963,27.2,63,-1.02,296.7,0,1,1
963,26.6,66.6,-1.78,296.7,0,1,1
964,25.9,61.56,-0.94,296.7,0,1,1
964,26.3,59.04,-1.33,296.7,0,1,1
965,26.6,68.4,-1.34,296.7,0,1,1
965,25.6,68.22,-1.52,296.7,0,1,1
966,24.6,69.12,-1.12,296.7,0,1,1
966,25,76.32,-1.47,296.7,0,1,1
967,25.5,87.12,-1.46,296.7,0,1,1
968,25.7,89.1,-1.49,296.7,0,1,1
968,26,93.96,-1.72,296.7,0,1,1
969,26.2,99,-0.91,296.7,0,1,1
969,26.4,72.72,-1.06,296.7,0,1,1
970,25.9,53.82,-0.89,296.72,0,1,1
970,25.3,48.24,-1.05,296.76,0,1,1
971,25.2,33.3,-0.53,296.8,0,1,1
971,25.1,9.36,-0.4,296.8,0,1,1
972,26.1,-10.62,-0.65,296.8,0,1,1
972,27.1,-16.2,-0.74,296.8,0,1,1
973,27.1,-6.3,-0.63,296.8,0,1,1
974,27.2,0,-0.1,296.8,0,1,1
974,27.8,3.24,-0.02,296.8,0,1,1
975,28.4,4.32,-0.34,296.8,0,1,1
976,29.1,3.96,-0.1,296.8,0,1,1
976,29.8,1.08,0.11,296.8,0,1,1
977,30.3,-3.42,0.38,296.8,0,1,1
977,30.9,-10.44,0.45,296.8,0,1,1
978,31.8,-16.38,0.32,296.8,0,1,1
979,32.6,-19.08,0.48,296.8,0,1,1
980,33.1,-18.18,0.3,296.8,0,1,1
980,33.7,-13.68,0.33,296.8,0,1,1
981,34.3,-14.04,0.64,296.8,0,1,1
982,34.8,-15.84,0.14,296.8,0,1,1
982,35.1,-12.06,0.26,296.8,0,1,1
983,35.4,-8.64,-0.09,296.8,0,1,1
984,35.9,-6.12,-0.06,296.8,0,1,1
985,36.5,-4.68,0.45,296.8,0,1,1
986,36.6,-5.94,0.39,296.8,0,1,1
986,36.7,-9.72,0.14,296.8,0,1,1
987,37.2,-13.14,0.71,296.8,0,1,1
988,37.7,-16.92,0.12,296.8,0,1,1
989,37.5,-19.98,0.72,296.8,0,1,1
990,37.4,-27,0.74,296.8,0,1,1
990,37.7,-32.22,0.65,296.8,0,1,1
991,38.1,-29.52,0.67,296.8,0,1,1
992,37.3,-21.96,0.97,296.8,0,1,1
993,36.5,-22.32,0.78,296.8,0,1,1
994,36.3,-19.98,0.53,296.8,0,1,1
995,36.2,-9.36,0.26,296.82,0,1,1
995,36.1,-8.28,0.85,296.86,0,1,1
996,36.1,-18.36,0.38,296.9,0,1,1
997,36.5,-27,0.45,296.9,0,1,1
998,36.8,-28.08,1.06,296.9,0,1,1
999,36.5,-29.7,0.69,296.9,0,1,1
1000,36.3,-30.6,0.75,296.9,0,1,1
1000,36.6,-35.28,1.65,296.9,0,1,1
1001,36.9,-48.6,1.1,296.9,0,1,1
1002,36.1,-43.92,1.28,296.9,0,1,1
1003,35.3,-39.24,1.02,296.9,0,1,1
1004,34.9,-39.6,0.5,296.9,0,1,1
1004,34.5,-16.2,1.23,296.9,0,1,1
1005,34.3,-4.5,1.11,296.9,0,1,1
1006,34,-24.84,1.28,296.9,0,1,1
1007,33.9,-38.34,1.21,296.9,0,1,1
1007,33.8,-47.16,1.04,296.9,0,1,1
1008,33.9,-52.02,1.53,296.9,0,1,1
1009,34,-51.48,1.7,296.9,0,1,1
1010,34.4,-53.1,1.46,296.9,0,1,1
1010,34.8,-60.48,1.81,296.9,0,1,1
1011,34.7,-68.58,1.53,296.9,0,1,1
1012,34.7,-68.76,1.37,296.9,0,1,1
1013,34.2,-61.92,1.47,296.9,0,1,1
1014,33.7,-61.92,1.35,296.9,0,1,1
1014,32.9,-66.24,1.44,296.9,0,1,1
1015,32.2,-56.52,1.1,296.9,0,1,1
1016,32.1,-46.26,1.64,296.9,0,1,1
1016,32,-47.52,1.16,296.9,0,1,1
1017,31.9,-47.88,1.64,296.9,0,1,1
1018,31.9,-41.76,1.7,296.9,0,1,1
1019,32.4,-44.28,1.51,296.9,0,1,1
1019,33,-54,1.43,296.9,0,1,1
1020,32.7,-41.94,1.24,296.9,0,1,1
1021,32.4,-29.88,1.25,296.9,0,1,1
1022,33.1,-31.5,1.09,296.9,0,1,1
1022,33.8,-22.32,0.71,296.9,0,1,1
1023,34.4,-13.86,0.55,296.9,0,1,1
1024,35,-3.96,0.42,296.9,0,1,1
1024,35.4,2.16,0.08,296.9,0,1,1
1025,35.8,0,0.42,296.9,0,1,1
1026,36.4,0,-0.01,296.9,0,1,1
1027,36.9,1.8,-0.24,296.9,0,1,1
1027,37.4,6.3,-0.34,296.9,0,1,1
1028,37.8,9,-0.69,296.9,0,1,1
1029,37.6,6.84,0,296.9,0,1,1
1030,37.3,6.12,-0.33,296.9,0,1,1
1031,37,5.94,-0.21,296.9,0,1,1
1032,36.7,5.76,-0.06,296.9,0,1,1
1032,37,7.02,-0.44,296.9,0,1,1
1033,37.4,7.2,-0.49,296.9,0,1,1
1034,36.6,9.72,-0.42,296.9,0,1,1
1035,35.7,13.32,0.27,296.9,0,1,1
1036,35.2,12.6,-0.71,296.9,0,1,1
1037,34.7,13.32,-0.62,296.9,0,1,1
1038,33.9,19.44,-0.54,296.9,0,1,1
1038,33.1,18.36,-0.95,296.9,0,1,1
1039,33.1,23.94,-0.51,296.9,0,1,1
1040,33,25.56,-0.63,296.9,0,1,1
1041,32.8,20.7,-1.59,296.9,0,1,1
1042,32.6,32.76,-1.15,296.9,0,1,1
1042,32.8,57.24,-1.16,296.9,0,1,1
1043,32.9,50.04,-0.48,296.9,0,1,1
1044,33.6,30.24,-1.36,296.9,0,1,1
1044,34.3,46.8,-1.41,296.9,0,1,1
1045,34.2,58.86,-0.9,296.9,0,1,1
1046,34.1,27,-0.51,296.9,0,1,1
1047,33.7,18.54,-1.3,296.9,0,1,1
1047,33.2,28.44,-0.94,296.9,0,1,1
1048,33.2,24.66,-0.97,296.9,0,1,1
1049,33.1,23.04,-0.52,296.9,0,1,1
1049,33.2,32.58,-1.03,296.9,0,1,1
1050,33.3,37.8,-1.11,296.9,0,1,1
1051,33.2,38.7,-1.2,296.9,0,1,1
1051,33.2,38.88,-1,296.9,0,1,1
1052,33.1,41.94,-1,296.9,0,1,1
1053,33,38.88,-1.6,296.9,0,1,1
1053,32.7,38.34,-0.9,296.9,0,1,1
1054,32.4,39.6,-1.48,296.9,0,1,1
1055,32.5,42.3,-1.35,296.9,0,1,1
1055,32.7,46.44,-0.9,296.9,0,1,1
1056,32.7,52.56,-1.33,296.9,0,1,1
1057,32.8,55.44,-0.95,296.9,0,1,1
1058,33.1,53.64,-1.24,296.9,0,1,1
1058,33.3,51.84,-1.58,296.9,0,1,1
1059,33.4,49.5,-1.27,296.9,0,1,1
1060,33.5,43.2,-1.15,296.9,0,1,1
1060,33.5,27.54,-0.89,296.9,0,1,1
1061,33.5,11.88,-0.56,296.9,0,1,1
1062,33.3,5.94,-0.47,296.9,0,1,1
1063,33,0,-0.56,296.9,0,1,1
1063,32.8,0,0.29,296.9,0,1,1
1064,32.6,-6.48,0.29,296.9,0,1,1
1065,32.6,-14.22,-0.07,296.9,0,1,1
1066,32.6,-16.2,0.85,296.9,0,1,1
1066,32.4,-24.66,1.59,296.92,0,1,1
1067,32.1,-43.56,0.31,296.96,0,1,1
1068,31.8,-52.02,1.1,297,0,1,1
1069,31.5,-46.08,0.49,297,0,1,1
1069,31.2,-45.54,1.03,297,0,1,1
1070,31,-54.36,1.34,297,0,1,1
1071,31.1,-65.88,1.45,297,0,1,1
1072,31.2,-66.6,1.42,297,0,1,1
1072,31.5,-58.68,1.46,297,0,1,1
1073,31.9,-62.28,1.39,297,0,1,1
1074,32.6,-69.48,0.98,297,0,1,1
1074,33.3,-48.6,1.23,297,0,1,1
1075,32,-13.5,1.09,297,0,1,1
1076,30.8,4.32,0.66,297,0,1,1
1076,30.6,27.72,-0.45,297,0,1,1
1077,30.5,41.4,-1.3,296.98,0,1,1
1078,30.6,52.56,-1.13,296.94,0,1,1
1078,30.8,64.8,-1.59,296.9,0,1,1
1079,30.5,68.04,-1.32,296.9,0,1,1
1080,30.1,65.16,-1.91,296.9,0,1,1
1080,29.9,66.6,-1.25,296.9,0,1,1
1081,29.6,70.2,-1.59,296.9,0,1,1
1082,29.4,75.6,-0.98,296.9,0,1,1
1082,29.2,73.08,-1.5,296.9,0,1,1
1083,29.3,73.98,-0.98,296.9,0,1,1
1084,29.4,69.12,-0.38,296.92,0,1,1
1084,29.4,60.66,-1.18,296.96,0,1,1
1085,29.4,51.48,-0.45,297,0,1,1
1085,29.6,29.52,-0.25,297,0,1,1
1086,29.9,-9.72,-0.76,297,0,1,1
1087,30.9,-33.48,0,297,0,1,1
1087,32,-48.96,0.62,297,0,1,1
1088,31.7,-59.22,0.81,297,0,1,1
1089,31.5,-55.08,0.85,297,0,1,1
1089,30.7,-45,0.47,297,0,1,1
1090,30,-29.16,0.55,297,0,1,1
1091,29.5,-16.74,1.2,297,0,1,1
1091,28.9,-37.44,1.84,297,0,1,1
1092,29.1,-55.44,1.19,297,0,1,1
1093,29.3,-63.72,1.04,297,0,1,1
1093,28.4,-50.76,1.43,297,0,1,1
1094,27.5,-46.44,1.03,297,0,1,1
1095,27.5,-37.8,0.21,297,0,1,1
1095,27.5,-6.84,0.7,297,0,1,1
1096,27.8,-14.04,1.32,297,0,1,1
1097,28.1,-43.2,1.34,297,0,1,1
1097,29.2,-61.2,1.27,297,0,1,1
1098,30.3,-66.6,1.68,297,0,1,1
1098,31.2,-63.9,1.71,297,0,1,1
1099,32.1,-70.2,0.89,297,0,1,1
1100,32.2,-73.44,1.65,297,0,1,1
1100,32.3,-72.72,1.92,297,0,1,1
1101,31,-71.28,1.28,297,0,1,1
1101,29.7,-65.88,0.99,297,0,1,1
1102,30.2,-53.64,1.06,297,0,1,1
1103,30.7,-41.76,1.32,297,0,1,1
1103,31.4,-36,1.68,297,0,1,1
1104,32.1,-30.6,0.51,297,0,1,1
1104,31.1,-9.72,0.13,297,0,1,1
1105,30.1,25.56,0.15,297,0,1,1
1106,30.4,36.36,-0.74,297,0,1,1
1106,30.6,47.52,-1.06,297,0,1,1
1107,30,59.94,-1.16,297,0,1,1
1108,29.4,65.52,-1.33,297,0,1,1
1108,28.7,58.14,-1.66,297,0,1,1
1109,27.9,61.2,-1.9,297,0,1,1
1110,27.6,69.48,-1.13,297,0,1,1
1110,27.2,70.2,-1.82,297,0,1,1
1111,26.8,64.44,-1.55,297,0,1,1
1112,26.4,68.04,-1.39,297,0,1,1
1112,26.4,81,-1.17,297,0,1,1
1113,26.4,72,-1.33,297,0,1,1
1113,26.4,60.48,-1.5,297,0,1,1
1114,26.4,73.44,-1.44,297,0,1,1
1114,26.4,63.72,-0.52,297,0,1,1
1115,26.4,12.24,0.23,297,0,1,1
1115,26.7,-26.64,0.1,297,0,1,1
1116,27,-46.8,0.74,297,0,1,1
1117,26.8,-57.78,1.27,297,0,1,1
1117,26.5,-59.4,1.39,297,0,1,1
1118,26,-59.76,1.21,297,0,1,1
1118,25.4,-61.92,1.69,297,0,1,1
1119,26.3,-68.04,1.47,297,0,1,1
1119,27.3,-71.64,1.32,297,0,1,1
1120,27.2,-71.1,1.22,297,0,1,1
1120,27.1,-68.4,1.08,297,0,1,1
1121,27.2,-73.26,1.61,297,0,1,1
1122,27.3,-72.36,1.43,297,0,1,1
1122,26.6,-63,1.25,297,0,1,1
1123,25.8,-55.8,0.74,297,0,1,1
1123,26.2,-49.68,0.93,297,0,1,1
1124,26.5,-45.36,0.81,297,0,1,1
1124,27,-41.58,0.96,297,0,1,1
1125,27.5,-40.68,0.96,297,0,1,1
1125,28.2,-37.98,1.2,297,0,1,1
1126,28.8,-50.4,1.81,297,0,1,1
1126,29.2,-62.46,0.51,297,0,1,1
1127,29.6,-54.72,0.6,297,0,1,1
1128,30,-40.32,1.07,297,0,1,1
1128,30.4,-48.24,1.06,297,0,1,1
1129,31,-46.62,0.72,297,0,1,1
1129,31.6,-29.88,0.77,297,0,1,1
1130,32,-28.08,1.04,297,0,1,1
1131,32.5,-28.44,0.74,297,0,1,1
1131,33,-21.6,0.83,297,0,1,1
1132,33.6,-13.32,0.86,297.02,0,1,1
1133,34.3,-13.5,0.48,297.06,0,1,1
1134,35,-13.68,0.94,297.1,0,1,1
1134,35.5,-4.5,0.01,297.1,0,1,1
1135,36,-3.24,0.53,297.1,0,1,1
1136,36.7,-1.98,0.19,297.1,0,1,1
1137,37.4,-2.52,0.54,297.1,0,1,1
1137,38.4,-0.72,-0.01,297.1,0,1,1
1138,39.4,3.96,-0.09,297.1,0,1,1
1139,39.9,3.06,-0.04,297.1,0,1,1
1140,40.4,3.6,-0.07,297.1,0,1,1
1141,41.3,4.32,0,297.1,0,1,1
1142,42.2,3.6,-0.37,297.1,0,1,1
1142,42.9,6.84,-0.15,297.1,0,1,1
1143,43.5,10.08,-0.27,297.1,0,1,1
1144,45.1,8.64,-0.58,297.1,0,1,1
1145,46.6,9.36,0.21,297.1,0,1,1
1146,45.9,8.28,-0.36,297.1,0,1,1
1147,45.2,5.76,-0.55,297.1,0,1,1
1148,44,7.92,-0.05,297.1,0,1,1
1149,42.8,8.64,-0.32,297.1,0,1,1
1150,41.9,8.82,-0.44,297.1,0,1,1
1151,41.1,15.48,0.23,297.1,0,1,1
1152,40,16.38,-0.88,297.1,0,1,1
1153,38.8,11.52,0.32,297.1,0,1,1
1154,37.6,13.5,-0.35,297.1,0,1,1
1155,36.4,14.04,-0.33,297.1,0,1,1
1156,35.3,11.52,-0.43,297.1,0,1,1
1157,34.3,3.6,-0.69,297.1,0,1,1
1158,33.7,4.5,-0.25,297.1,0,1,1
1159,33,1.08,-0.43,297.1,0,1,1
1160,32.6,0,-0.36,297.1,0,1,1
1161,32.2,4.32,-0.47,297.1,0,1,1
1162,32,12.78,-0.69,297.1,0,1,1
1163,31.8,29.16,-0.62,297.1,0,1,1
1163,31.6,32.94,-1.4,297.1,0,1,1
1164,31.4,41.04,-0.59,297.1,0,1,1
1165,31.2,53.82,-1.63,297.1,0,1,1
1165,30.9,55.08,-0.93,297.1,0,1,1
1166,30.6,52.56,-1.62,297.1,0,1,1
1167,30.4,56.88,-1.14,297.1,0,1,1
1167,30.9,57.6,-1.46,297.1,0,1,1
1168,31.4,52.92,-1,297.1,0,1,1
1169,31,57.24,-1.66,297.1,0,1,1
1169,30.6,60.12,-0.76,297.1,0,1,1
1170,29.9,53.82,-1.24,297.1,0,1,1
1170,29.2,45,-1.4,297.1,0,1,1
1171,29,48.96,-1.36,297.1,0,1,1
1172,28.7,47.16,-1.58,297.1,0,1,1
1172,28.5,41.94,-1.37,297.1,0,1,1
1173,28.3,43.56,-1.59,297.1,0,1,1
1173,28.2,50.94,-1.4,297.1,0,1,1
1174,28.1,54.72,-1.39,297.1,0,1,1
1175,27.8,57.06,-1.23,297.1,0,1,1
1175,27.4,63.36,-1.72,297.1,0,1,1
1176,27,64.62,-1.21,297.1,0,1,1
1176,26.6,64.08,-1.46,297.1,0,1,1
1177,26.3,67.14,-1.23,297.1,0,1,1
1178,26,66.96,-1.62,297.1,0,1,1
1178,26.2,69.48,-1.44,297.1,0,1,1
1179,26.4,72,-1.18,297.1,0,1,1
1180,26.7,73.44,-1.32,297.1,0,1,1
1180,27,72.36,-2.15,297.1,0,1,1
1181,27.1,76.14,-1.32,297.1,0,1,1
1181,27.2,72.72,-1.3,297.1,0,1,1
1182,26.9,59.04,-1.1,297.1,0,1,1
1183,26.5,32.4,-0.69,297.1,0,1,1
1183,26.6,8.64,-0.6,297.1,0,1,1
1184,26.7,0,-1.01,297.1,0,1,1
1184,27.2,0,-0.44,297.1,0,1,1
1185,27.7,6.12,-0.23,297.1,0,1,1
1186,28.3,13.68,-0.4,297.1,0,1,1
1186,28.9,15.84,-0.4,297.1,0,1,1
1187,29.1,11.88,0.07,297.1,0,1,1
1188,29.3,9.72,-0.48,297.1,0,1,1
1188,30,11.7,-0.12,297.12,0,1,1
1189,30.6,16.2,-0.93,297.16,0,1,1
1190,31,16.38,-0.87,297.2,0,1,1
1190,31.5,24.48,-0.91,297.2,0,1,1
1191,31.8,37.26,-1.23,297.2,0,1,1
1192,32.2,38.88,-0.71,297.2,0,1,1
1192,32.1,19.26,-0.35,297.2,0,1,1
1193,32,10.8,-0.4,297.2,0,1,1
1194,31.9,7.74,-0.09,297.2,0,1,1
1195,31.8,6.12,-0.49,297.2,0,1,1
1195,32,23.4,-0.78,297.2,0,1,1
1196,32.3,33.48,-0.85,297.2,0,1,1
1197,32.6,25.02,-1.36,297.2,0,1,1
1197,32.9,35.64,-1.7,297.2,0,1,1
1198,33.4,59.04,-0.89,297.2,0,1,1
1199,34,56.88,-2.01,297.2,0,1,1
1200,33,51.48,-0.9,297.2,0,1,1
1200,32.1,37.08,-0.77,297.2,0,1,1
1201,32.3,18.9,-0.54,297.2,0,1,1
1202,32.5,16.92,-0.58,297.2,0,1,1
1203,32.3,15.84,-0.56,297.2,0,1,1
1203,32.1,16.56,-0.69,297.2,0,1,1
1204,32.3,27.9,-0.34,297.2,0,1,1
1205,32.5,28.44,-1.39,297.2,0,1,1
1206,32,18.9,-0.83,297.2,0,1,1
1206,31.4,10.08,-0.9,297.2,0,1,1
1207,30.6,4.5,0.8,297.2,0,1,1
1208,29.7,-2.16,-0.06,297.2,0,1,1
1208,29.2,-11.88,0.72,297.2,0,1,1
1209,28.6,-24.84,0.78,297.2,0,1,1
1210,27.9,-39.42,0.64,297.2,0,1,1
1211,27.1,-36.72,0.39,297.2,0,1,1
1211,26.6,-11.88,0.11,297.2,0,1,1
1212,26.1,-12.96,0.32,297.2,0,1,1
1213,25.1,-18.18,0.1,297.2,0,1,1
1213,24.2,-10.44,0.64,297.2,0,1,1
1214,24.4,-16.38,1.19,297.2,0,1,1
1215,24.6,-41.4,0.84,297.2,0,1,1
1215,24.2,-48.06,0.94,297.2,0,1,1
1216,23.7,-43.56,1.53,297.2,0,1,1
1216,24.3,-46.8,0.98,297.2,0,1,1
1217,24.8,-55.08,0.87,297.2,0,1,1
1217,23.9,-50.04,0.94,297.2,0,1,1
1218,23.1,-38.16,1.08,297.2,0,1,1
1218,23.3,-49.14,1.11,297.2,0,1,1
1219,23.5,-57.6,1.21,297.2,0,1,1
1219,23,-55.44,1.13,297.2,0,1,1
1220,22.5,-55.08,1.84,297.2,0,1,1
1220,22.2,-56.7,0.75,297.2,0,1,1
1221,21.9,-54.36,0.55,297.2,0,1,1
1221,22,-53.82,0.9,297.2,0,1,1
1222,22.1,-50.04,1.66,297.2,0,1,1
1222,22.6,-68.04,1.54,297.2,0,1,1
1223,23.1,-83.88,0.77,297.2,0,1,1
1223,22.4,-84.06,1.56,297.2,0,1,1
1223,21.7,-90.72,1.45,297.2,0,1,1
1224,21,-94.14,1.55,297.2,0,1,1
1224,20.2,-96.12,1.23,297.2,0,1,1
1225,20.6,-90.9,1.31,297.2,0,1,1
1225,21,-96.12,0.85,297.2,0,1,1
1225,21.4,-102.96,0.66,297.22,0,1,1
1226,21.7,-97.56,1.47,297.26,0,1,1
1226,21.5,-75.96,1.19,297.3,0,1,1
1227,21.4,-68.04,1.08,297.3,0,1,1
1227,21.1,-75.24,1.08,297.3,0,1,1
1228,20.8,-83.88,0.92,297.3,0,1,1
1228,21,-77.04,1.04,297.3,0,1,1
1228,21.1,-67.68,1.22,297.3,0,1,1
1229,21.9,-63.72,0.96,297.3,0,1,1
1229,22.7,-63.36,1.14,297.3,0,1,1
1230,22.6,-56.52,1.08,297.3,0,1,1
1230,22.5,-48.6,1.14,297.3,0,1,1
1231,23.2,-50.22,0.89,297.3,0,1,1
1231,23.9,-47.52,1.08,297.3,0,1,1
1232,24.3,-29.16,0.58,297.3,0,1,1
1232,24.6,-21.24,1.24,297.3,0,1,1
1233,25.6,-33.12,0.99,297.3,0,1,1
1233,26.5,-47.88,0.97,297.3,0,1,1
1234,27,-58.5,0.87,297.3,0,1,1
1234,27.5,-47.16,0.81,297.3,0,1,1
1235,27.7,-36.36,0.88,297.3,0,1,1
1235,27.9,-28.8,0.72,297.3,0,1,1
1236,28.6,-28.44,0.51,297.3,0,1,1
1236,29.3,-24.12,0.55,297.3,0,1,1
1237,29.9,-10.8,0.89,297.3,0,1,1
1238,30.4,-17.64,0.81,297.3,0,1,1
1238,31.4,-28.8,1.01,297.3,0,1,1
1239,32.5,-27,0.43,297.3,0,1,1
1240,33,-20.52,0.47,297.3,0,1,1
1240,33.4,-12.96,0.27,297.3,0,1,1
1241,34,-15.66,0.52,297.3,0,1,1
1242,34.7,-12.96,0.79,297.3,0,1,1
1242,35.6,-1.44,-0.15,297.3,0,1,1
1243,36.6,-4.68,0.38,297.3,0,1,1
1244,37.2,-3.78,0.37,297.3,0,1,1
1245,37.8,-2.16,-0.48,297.3,0,1,1
1246,38.2,-1.98,0,297.3,0,1,1
1246,38.6,0,0.79,297.3,0,1,1
1247,39.3,4.14,-0.32,297.3,0,1,1
1248,40,7.56,-0.36,297.3,0,1,1
1249,40.4,15.48,-0.06,297.3,0,1,1
1250,40.8,16.2,-1.33,297.3,0,1,1
1251,41.4,12.6,-0.52,297.3,0,1,1
1252,42,16.92,-0.02,297.3,0,1,1
1253,42.8,16.56,-0.68,297.3,0,1,1
1254,43.5,10.08,-0.51,297.3,0,1,1
1254,42.9,4.86,0.2,297.3,0,1,1
1255,42.2,0,-0.54,297.3,0,1,1
1256,41.9,2.7,0.09,297.3,0,1,1
1257,41.5,2.52,0.5,297.3,0,1,1
1258,40.5,6.48,-0.84,297.3,0,1,1
1259,39.4,10.08,-0.11,297.3,0,1,1
1260,38.7,13.68,-0.14,297.3,0,1,1
1261,38.1,16.92,-0.71,297.3,0,1,1
1262,37,6.12,-0.12,297.3,0,1,1
1263,35.9,4.32,-0.45,297.3,0,1,1
1264,35,10.26,-0.7,297.3,0,1,1
1265,34.2,10.44,0.79,297.3,0,1,1
1266,33.2,5.94,-1.02,297.3,0,1,1
1267,32.2,13.68,0.09,297.3,0,1,1
1268,31.4,12.06,-0.8,297.32,0,1,1
1268,30.7,11.88,-0.38,297.36,0,1,1
1269,30.2,22.14,-0.92,297.4,0,1,1
1270,29.8,25.2,-0.52,297.4,0,1,1
1271,29.6,25.92,-1.01,297.4,0,1,1
1272,29.4,35.28,-0.67,297.38,0,1,1
1272,29.8,48.06,-1.18,297.34,0,1,1
1273,30.3,59.76,-1.15,297.3,0,1,1
1274,29.8,61.2,-1.31,297.3,0,1,1
1274,29.3,58.32,-0.98,297.3,0,1,1
1275,29.1,60.84,-0.96,297.3,0,1,1
